features,url,price,address,property_type,description
"
                Second floor two bedroom apartment which recently had a complete refurbishment. Main bedroom has an en suite. ,Carmenhall is a small private development within a two minute walk of Sandyford Luas station and within easy access of both the N11 and the M50.,The apartment has the benefit of:,. Gas fired central heating.,. Private balcony.,.Designated underground car parking space with ample visitor parking.,. Intercom.,. Timber floors throughout living area.
            ",http://myhome.ie/rentals/brochure/carmenhall-court-sandyford-dublin-18/3356813,"
        €1,600 / month
    ","
        Carmenhall Court, Sandyford, Dublin 18
    ",," - 2 Bed Apartment To Let - 1 year lease,Premium Ad"
"
                Tastefully renovated old cottage in Donegal with gardens and views to the mountains of Muckish and Aghla. The cottage has great character and is beautifully furnished, it is a cosy retreat only 3 miles from Magheroarty beach on the Wild Atlantic Way.3 bedrooms, Upstairs 1 double ensuite  and a twin room and downstairs 1 double ensuite. A kitchen dining room with wood burning stove and a sitting room with another woodburning stove . A conservatory with plants and views of the mountains.
            ",http://myhome.ie/rentals/brochure/maum-cottage-cashel-hill-gortahork-donegal/3277302,"
        €700 / month
    ","
        Maum Cottage, Cashel Hill, Gortahork, Donegal
    ",, - 3 Bed Country House To Let - 9 months lease
"
                HOUSE- AVAILABLE IMMEDIATELY.,Easy access -Close proximity to ---BONS, CUH, MUH, SIV Hospitals & CIT, UCC, 24 hr Tesco, Dunns, Lidial , Aldi---Central Gas heating--5-15 min drive to all above in peak hours,4 Bed rooms- (3duble & 1 single--1 ensuite----3 Bath rooms, 3 showers),Spacious Dinning,  & Living Room, Fully Furnished(  Tv, W/M, D/W,  micro- & Phone, Wifi , Culde sac.,Spacious parking and Private garden,Long term ,Professional /Family & preferably non smoker ,usual Tenancy agreement  with deposit, rent advance,-,Written reference from existing landlord and /Employer mandatory--,No Rent allowance, ,Contact- 0857484980
            ",http://myhome.ie/rentals/brochure/eagle-valley-wilton-cork/1709381,"
        €1,500 / month
    ","
        eagle valley, Wilton, Cork, T12 E03
    ",, - 4 Bed Semi-Detached To Let - 1 year lease
"
                Beautiful cottage on half acre site.  Built in 2001 ..... very well built by local builder.....well insulated and cosy..Our cottage is a warm bright space and is an open plan design with the bedroom in the loft overlooking the main room.  The sofa in the main.room is a sofa/bed and can sleep an extra 2 people.  There is a seperate bathroom with an electric shower and corner bath...,There is an open turf fire in the main room making this home very cosy.,There is also oil fired central heating, electric oven, gas hob, microwave oven, etc. There is a large front and back garden.
            ",http://myhome.ie/rentals/brochure/old-dalgan-park-shrule-mayo/3155054,"
        €450 / month
    ","
        Old Dalgan Park, Shrule, Mayo
    ",," - 1 Bed Detached To Let - 1 year lease,Premium Ad"
"
                Charming mid terraced cottage, situated in Ballybrack village just off Church Road,This lovely three bedroom cottage is ideal for a family. It is deceptively spacious and has been well maintained and upgraded throughout. A ten minute walk from the DART and LUAS lines and access to all bus routes and the M50.,This unique family home comprises of a small entrance way leading into TV room with extended skylight and an open fire place. Follow through to the refurbished fully equipped kitchen with new appliances (fitted fridge/freezer, washer/dryer and dishwasher) with new counter tops. Leading off from the living room there are two bedrooms, one double, one single with loft bed recently painted and both with high ceilings . As you continue through the kitchen, it will lead you to the newly upgraded bathroom which has been fully tiled, new toilet, basin unit, and has a good pressure shower. To the rear of the cottage there is a small box room ideal as an office or children’s room and fitted with cable.,There is a small beautifully maintained decked garden to the rear with direct access from the kitchen. It has a gated back entrance and access to the garden shed. On road parking, Gas Central Heating, suit professional or family. Lease minimum 1 year.
            ",http://myhome.ie/rentals/brochure/11-daleview-ballybrack-dublin/3322936,"
        €1,700 / month
    ","
        11 Daleview, Ballybrack, Dublin, A96E3X2
    ",," - 3 Bed Terraced House To Let - 1 year lease,Premium Ad"
"
                Converted stable to two bedroom mews. Ground floor open plan with downstairs w/c. Upstairs two bedrooms plus bathroom. Storage heating plus wood burning stove. Parking to the front. Private back garden with big storage shed. Beautiful location, very private. Beach 3 minute walk. Carrigaline village ten minute car journey. Newly decorated. All mod cons. No animals. No rent allowance.
            ",http://myhome.ie/rentals/brochure/the-mews-ringabella-house-minane-bridge-cork/3288935,"
        €650 / month
    ","
        The Mews, Ringabella House, Minane Bridge, Cork
    ",," - 2 Bed Semi-Detached To Let - 1 year lease,Premium Ad"
"
                We are agents for two properties in the cherrywood area in clondalkin. Interested people should reply via email with C.V. and references to dublin.west.propertiesatgmail.com
            ",http://myhome.ie/rentals/brochure/cherrywood-clondalkin-dublin-22/3370527,"
        €1,300 / month
    ","
        Cherrywood, Clondalkin, Dublin 22
    ",, - 3 Bed Semi-Detached To Let - 1 year lease
"
                To Let: Lovely furnished two storey house with charming private garden on 30 acre historic estate near Roscrea.  3 Bedrooms, large sitting room with solid fuel stove. Kitchen, Bathroom. Oil Fired central heating, all mod cons. and parking. Genuine old world charm. 650 per month.
            ",http://myhome.ie/rentals/brochure/ballaghmore-upper-half-way-between-roscrea-and-borris-in-ossory-and-roscrea-on-the-r445-borris-in-os/3118404,"
        €650 / month
    ","
        Ballaghmore Upper, Half way between Roscrea and Borris-in-Ossory and Roscrea on the R445., Borris-in-Ossory, Laois
    ",," - 3 Bed House To Let,Premium Ad"
"
                newly decorated furnished 3 bedroom 3 bathroom house available now
            ",http://myhome.ie/rentals/brochure/ardcronan-balla-mayo/3176370,"
        €500 / month
    ","
        ardcronan, Balla, Mayo
    ",, - 3 Bed Semi-Detached To Let
"
                Great city centre location.Nice 3 bedroomed house. Own entrance. Parking permit 15e for year can be bought from Waterford Corporation. . Electric shower. Free to air satellite tv.Great location. Near city centre, WIT., TK Maxx, Odeon cinema, Tesco etc,Suit professionals, couple or mature students.,Available July  2015,Gas central heating. ,Washing machine/Dryer/microwave. DVD player.Sat Tv.,Cabled for UPC.
            ",http://myhome.ie/rentals/brochure/22-manor-street-waterford-city-waterford/2987220,"
        €600 / month
    ","
        22 Manor Street, Waterford City, Waterford
    ",, - 3 Bed Terraced House To Let - 1 year lease
"
                Rent a Cool House in Dublin 6 ,Indoor Garden with Palm Trees!,Furnished or Unfurnished,A fantastic and unique opportunity to rent a designer built detached house on a quarter of an acre garden near the prestigious village of Rathgar in Dublin 6,4B Auburn Villas, Rathgar, Dublin 6 built around an indoor garden with three patios, mature trees and a pond. It is rare for a property like this to come to the rental market,Located at the end of a  quiet cul-de-sac     ,Outside there is ample car parking for 5 cars ,Accommodation includes well-proportioned and spacious rooms.consisting of a drawing room, dining room and 5 bedrooms all on the same level.  The kitchen comprises of extensive cupboards and storage units with plenty of work space, the room is flooded with natural light from the indoor garden nerous bedrooms ,Located off Rathgar Road, one of Dublin 6 most sought after areas (midway between the villages of Rathgar and Rathmines), the location couldn’t be more convenient. With a huge selection of restaurants, speciality food shops, boutiques, pubs and restaurants the area is also easily accessible by public transport links to city and the M50 is within easy reach. Local schools include Rathgar Junior and National, St. Mary’s, St. Louis, High School, Alexandra College and Gonzaga. ,Features,Double glazed windows,5 bedrooms,1 ensuit,Superb Gardens,Very Spacious,Gas Fired Central Heating,Landscaped Garden with shed,BER Cert,Accommodation,Reception Hall with cloak cupboard,Hallway,Lounge - leading to Patio and Garden,Dining Room - leading to Patrio and Garden,Kitchen / Breakfast Room,Designer Siematic Kitchen - presses and worktops, built-in oven, hob and extractor fan, built-in fridge freezer and built-in dishwasher, window leading to patio and garden, ,Utility Room - plumbed for washing machine ,There are 5 bedrooms all on the ground floor - Main Bedroom and 2nd Bedroom lead to patio and garden,En Suite Bathroom ,with, w.c., w.h.b and shower off main bedroom,Bathroom,With w.h.b. bath and w.c. and wet room,Hotpress,Viewing by appointment only - please call 087 8550555,Features,Furnished,Indoor Garden,Parking,Central Heating,Washing Machine,Dishwasher,Cable TV,Internet,Alarm,References Required
            ",http://myhome.ie/rentals/brochure/4b-auburn-villas-rathgar-dublin-6-rathgar-dublin-6/3300909,"
        €3,750 / month
    ","
        4B Auburn Villas, Rathgar, Dublin 6, Rathgar, Dublin 6, D6
    ",," - 5 Bed Detached To Let - 1 year lease,Premium Ad"
"
                Holiday home to rent,Cully Cottage, ,Where you can hear the grass grow.......,Steps to Garadice Lake where you can fish....,sleep up to 10 people.,                    all bed linen and towels supplied.
            ",http://myhome.ie/rentals/brochure/garadice-ballinamore-co-leitrim-ballinamore-leitrim/3356647,"
        €199 / week
    ","
        Garadice ballinamore Co leitrim, Ballinamore, Leitrim
    ",, - 3 Bed Detached To Let
"
                Two Bedroom House,, Oil Heating,, Garden Front and Back,, Parking,
            ",http://myhome.ie/rentals/brochure/kilnavara-lane-cavan-cavan/3375209,"
        €520 / month
    ","
        kilnavara lane, Cavan, Cavan
    ",, - 2 Bed Terraced House To Let
"
                * Only 1 Car part space to let *,- 1 Car part space to let of 1 year lease,- Safe , secure , underground , carpark space available with fob , 24 / hrs hour access ,- Underground of Lidl shop in Cork Street, Dublin, Ireland.
            ",http://myhome.ie/rentals/brochure/cork-street-dublin-ireland-south-city-centre-dublin-8/3213367,"
        €2,000 / month
    ","
        Cork Street, Dublin, Ireland, South City Centre,   Dublin 8
    ",, - 1 Bed To Let - 1 year lease
"
                2 Bedroom Cottage located 10-15 minutes walk to Knock Shrine.  5 Minutes drive from the motorway.  OFCH & Solid  Fuel Heating. Partly  Furnished.  Please  phone for more information. Will accept Rent Allowance.
            ",http://myhome.ie/rentals/brochure/lecarrow-knock-mayo/3176932,"
        POA
    ","
        Lecarrow , Knock, Mayo
    ",, - 2 Bed Bungalow To Let
"
                house is situated 5 min walk from roundwood village, 15min from bray, 20min from m50 and 40min from dublin airport set in 1 arce of mature gardens
            ",http://myhome.ie/rentals/brochure/oldtown-roundwood-wicklow/3300348,"
        €1,800 / month
    ","
        oldtown , Roundwood, Wicklow
    ",, - 5 Bed Detached To Let - 1 year lease
"
                Townhouse Available now - call for viewing 085 858 1665 ,3 double bedroomed ,All Nurses * Doctors * IFSC * City Centre ,One minute walk to Mater Hospital, Mater Private, St Patricks College, ,Temple Street Hospital, IFSC, O'Connell St, City Centre, Chinatown, Quays, Croke Park, Drumcondra,Main Bus routes - Airport Bus Route ,Living room, Dining room, 3 or 4 large bedrooms whatever suits you ,2 Leather couches, decorative fireplaces in every room, chandlers, carpeted throughout,, ,perfect for professionals. ,Zanussi fridge, Zanussi dishwasher, ,Zanussi washing mach & Zanussi dryer in utility room ,Bathroom with bath and shower.
            ",http://myhome.ie/rentals/brochure/north-city-centre-north-city-centre-dublin-1/2327726,"
        €2,000 / month
    ","
        North City Centre, North City Centre, Dublin 1
    ",," - 3 Bed House To Let - 1 year lease,Premium Ad"
"
                3 month lease only **Please email to be advised of viewing times**,This is a very well presented  2 bedroom house. The internal accommodation consists of an entranceend of terrace hall, a bright lounge room with gas fire, dining area and fitted kitchen. Upstairs consists of full bathroom suite, two double bedrooms one leading out to a balcony overlooking private green area. This very quiet development is close to absolutely everything that Clontarf has to offer. The development is positioned just off the Howth Road and is within a very short distance to all the facilities in the area, to include Supervalue supermarket, schools and churches together with both bus and  services. Clontarf offers a host of excellent restaurants and bars, coffee shops, fashionable boutiques and hairdressers. The seafront promenade, Saint Annes Park, and Dollymount Strand are literally on your door step. Very convenient location for anyone working in East Point or the City Centre.
            ",http://myhome.ie/rentals/brochure/34-lawrence-grove-clontarf-dublin-3/3385021,"
        €1,400 / month
    ","
        34 Lawrence Grove, Clontarf, Dublin 3
    ",, - 2 Bed To Let - 3 months lease
"
                AVAILABLE To Rent for 6 Months,With excellent Sea Views, 3 Bedroom Family Home,With excellent Sea Views over Dublin Bay, this modern refurbished ,3 Bedroom Family Home is literally 2 minutes walk from Dalkey Village centre on one of the most prestigious residential roads in Dublin.,With an internal living area of approx 102m2/1098sqft this house offers modern comfortable living accommodation with a landscaped Garden Patio & off Road Parking at ground level & a private rear Roof Garden on the 1st Floor off the Living Room.,Accommodation Consists of on the Ground Floor:,Entrance Porch through the Front Door onto a spacious Living Dining Room [approx 5.2m x 4.9m with walnut timber floors & fireplace;,Off of which is a fully Fitted & Equipped [washer/dryer, dishwasher, fridge/freezer, oven hob & grill] Kitchen [approx 3m x 2.78m] with walnut timber floors;,The spacious carpeted Master Bedroom [approx 3.9m x 3.3m] with fitted Wardrobes is off a hallway from the Living Dining Room & has patio Doors leading onto the Garden/Patio,The 2nd Double Bedroom is approx 2.82m x 2.5m,The Vileroy & Boch Bathroom has a walk in power double shower.,First Floor: ,A feature design staircase leads from the Ground to the First Floor [approx 6.45m x 5.12m] with a carpeted Family Room with fireplace,& excellent panoramic Sea Views.,A Single Bedroom/Office, with Mezzanine is off this Living Room. ,The Roof Garden [approx 4.65m x 6.2m] is accessed from the Living Room & offers a secluded sitting & relaxation area.,FEATURES: BER – E2,Gas under floor Central Heating,Double Glazed Sash Windows,Refurbished & Modernised with quality Fixtures & Fittings,Electric Entry Gates,Burglar Alarm,Minutes walk from Dalkey Village Centre & DART Station,Coliemore Harbour, Beaches & Parks within short walking distance,Thom Burke-Kennedy @ BK Earley psra 001849,0877942119 ---- tbk@bkearley.com
            ",http://myhome.ie/rentals/brochure/coliemore-road-dalkey-county-dublin/3384357,"
        €2,850 / month
    ","
        Coliemore Road, Dalkey, County Dublin
    ",, - 3 Bed Semi-Detached 102 m² / 1098 ft² To Let
"
                compact one double bed / , bathroom with bath and electric shower , kitchen with washer dryer , cooker , microwave etc , rent includes parking space , refuse collection. property tax  and service ,see this and other property on our facebook page maypole property 0868882121 ,indoor  swimming pool on parkland complex, close to luas , seven minutes walk st stephens green
            ",http://myhome.ie/rentals/brochure/rowan-house-mespil-estate-sussex-road-dublin-4/299235,"
        €1,195 / month
    ","
        Rowan house, mespil estate, sussex road, dublin 4
    ",, - 1 Bed Apartment To Let - 1 year lease
"
                ADVANCE NOTICE - AT MARSHALL PROPERTIES - Very smart family home, tucked away in this secure, quiet cul de sac setting.  Within a 5 mins walk of local Luas and a range of excellent schools. Consisting of entrance hall with guest lavatory off.  large living room with feature fireplace with gas inset. Double doors to separate dining room with doors to open plan kitchen / family / breakfast room.  fully fitted and equipped kitchen with gas stove with multiple ovens.  Upstairs there are 3 double and 2 single bedrooms and 2 bathrooms.  The 5th bedroom is in the attic and would suit visitors or an au pair. Enclosed back garden.  On and off street parking.  More details, terms and conditions from Marshall Properties.
            ",http://myhome.ie/rentals/brochure/the-heath-stillorgan-county-dublin/3382654,"
        €2,850 / month
    ","
        The Heath , Stillorgan, County Dublin
    ",, - 5 Bed Semi-Detached To Let - 1 year lease
"
                **NEXT 5 BEDROOM HOUSE AVAILABLE FROM 13th NOVEMBER, EMAIL US TO REGISTER YOUR INTEREST AND WE WILL BE IN CONTACT AS SOON AS THE PROPERTY IS AVAILABLE TO VIEW** ,Magnificently presented, Cosgrave built 5 bedroom semi detached family home in the beautifully landscaped Eden Wood development. This a truly great location with an excellent selection of shops, restaurants, leisure facilities, natural amenities and transport links all within close proximity. Across the road from the development the Eden Gate Centre includes a convenience store, take-away, hair salon and cré¨che while the villages of Delgany and Greystones are only minutes away. There is an abundance of leisure facilities in the area including golf courses, leisure centres, a running track and many sports clubs. In terms of public transport the area is well served by rail and bus; DART and commuter trains stop at the nearby Greystones train station while by car the N11/M11 is only minutes away providing easy access to Dublin.
            ",http://myhome.ie/rentals/brochure/eden-wood-priory-road-delgany-wicklow/3394496,"
        €1,950 / month
    ","
        Eden Wood, Priory Road, Delgany, Wicklow
    ",, - 5 Bed Semi-Detached To Let
"
                This is a fabulous 3 bed townhouse which has been extensively re-furbished to offer a high standard of accommodation, Located in the heart of the village of Graiquenamanagh with all it's amenities on your doorstep,,Separate, spacious entrance and stone stairs to the front door, Hallway with wc, stairs up to the 3rd bedroom,  ,Large open plan living area with new kitchen, 2 large windows looking out onto the square and 2 windows looking onto the river from the kitchen,Separate utility room with washing machine and dryer,2 further double bedrooms and large bathroom with bath and separate shower, Gas fired central heating,,Would ideally suit a professional couple, Available immediately,Work references and previous landlord references are esssential
            ",http://myhome.ie/rentals/brochure/the-townhouse-markethouse-graiguenamanagh-co-kilkenny/3382935,"
        €600 / month
    ","
        The Townhouse. Markethouse, Graiguenamanagh, Co. Kilkenny
    ",, - 3 Bed Apartment 1077 ft² / 100.06 m² To Let
"
                This is a fabulous 2 bed ground floor apartment with spacious patio, available to rent from 5th November, fully furnished to a very high standard, Located close to the ring road and within walking distance to the city centre, Secure entry system, 2 double bedrooms, 1 ensuite and further bathroom, Large sitting room with doors to patio area, This is a lovely, well maintained property, well worth viewing
            ",http://myhome.ie/rentals/brochure/reade-court-circular-road-kilkenny-kilkenny/2968860,"
        €750 / month
    ","
        Reade Court, Circular Road, Kilkenny, Kilkenny
    ",, - 2 Bed Apartment To Let - 1 year lease
"
                Quietly tucked away off the Dundrum Road but within a 5 minute walk of Dundrum Luas station, this top floor apartment approx. 80m2 is sure to impress. The Dundrum Town Centre is within 10 minutes walk with its speciality shops, boutiques, restaurants, bars and multi-screen cinema. There are many excellent schools nearby and a wide choice of golf courses in the surrounding area. Transport links include the LUAS, the M50 close by and many local bus routes.,Apartment 22 comes to the market in excellent condition and has been well maintained throughout with the benefit of double glazed windows and burglar alarm. The accommodation is on the top floor of the block and is over 90 sq metres (990 sq ft) and briefly comprises of an entrance hallway, living room, kitchen/dining area, two double bedrooms and two bathrooms. Viewing is highly recommended.,Features:,GAS FIRED CENTRAL HEATING,DOUBLE GLAZED WINDOWS,EXCELLENT DECORATIVE ORDER,SECURE GATED PARKING AREA FOR ONE CAR,LOCATION UNRIVALLED FOR CONVENIENCE,5 MINS WALK TO LUAS STATION            ,                                        BER Rating: C1                    ,BER Number: 101188563                                                ,                        ,
            ",http://myhome.ie/rentals/brochure/creevagh-house-dundrum-dublin-14/3393702,"
        €1,800 / month
    ","
        Creevagh House, Dundrum, Dublin 14
    ",, - 2 Bed Apartment To Let
"
                This is a fabulous 4 bed detached house newly built, available to rent immediately furnished or unfurnished, Situated opposite the green are in this well maintained development in the town of Callan,,Separate sitting room with open fire, Downstairs wc, Fully fitted kitchen with brand new appliances, Utility room with washing machine and dryer, 2nd sitting room with doors out to the garden,,Master bedroom with built in wardrobes and ensuite, 2 further double rooms and single room, Main bathroom,,This property would make an ideal family home and is available immediately
            ",http://myhome.ie/rentals/brochure/37-roselawn-bolton-woods-callan-co-kilkenny/3356970,"
        €850 / month
    ","
        37 Roselawn, Bolton Woods, Callan, Co. Kilkenny
    ",, - 4 Bed Detached 145.8 m² / 1569 ft² To Let
,http://myhome.ie/rentals/brochure/5-hollybank-mews-kilkenny-kilkenny/3357595,"
        €800 / month
    ","
        5 Hollybank Mews, Kilkenny, Kilkenny
    ",, - 3 Bed Semi-Detached To Let
"
                3 bed semi detached house, Unfurnished property in immaculate condition. Comprising of living room, kitchen/ dining, utilty, 3 bed, 2 bath. Back and front garden. Ample parking. No pets.
            ",http://myhome.ie/rentals/brochure/16-the-fairways-old-course-mallow-cork/2986816,"
        €600 / month
    ","
        16 The Fairways, Old Course, Mallow, Cork
    ",, - 3 Bed Semi-Detached To Let - 6 months lease
"
                Fabulous 4 bed bungalow to rent, fully furnished, only a short drive from Kilkenny city, 2 sitting rooms, Kitchen , Large utility room,, Bedroom 1 ensuite, 2 further double bedrooms, 1 large single bedroom in attic, Lovely decking area to rear, Available to rent from 18th October,Previous landlord references and work references essential
            ",http://myhome.ie/rentals/brochure/grovine-east-kilkenny-kilkenny/3370104,"
        €850 / month
    ","
        Grovine East, Kilkenny, Kilkenny
    ",, - 4 Bed Detached To Let
"
                A hidden gem in the heart of the city and deceptively spacious,,This is a fabulous 2 bed terraced property, which has seen an extensive re-furbishment over the years, This will be the 1st let of this unique property,,Entrance from the lane into a hallway with doors to the cosy sitting room with gas fire, ,Doors from the sitting lead to a double bedroom and the stairs up to the large master bedroom with an ensuite,,From the sitting room there is a further door leading to the bathroom and the large kitchen dining area, which is fully furnished with dishwasher, microwave, gas hob, electric cooker, etc, There are doors leading out to the tiered garden which has a storage shed at the rear,,There is also a utility area with washing machine and dryer and a door to the garden,,Gas heating, *Please note: there is no parking space available with this property*,This is a truly beautiful property, which would ideally suit a single professional person or a couple, Work and previous landlord references are essential,The BER rating is C3
            ",http://myhome.ie/rentals/brochure/loreto-view-kilkenny-kilkenny/3375460,"
        €900 / month
    ","
        Loreto View, Kilkenny, Kilkenny
    ",, - 2 Bed Terraced House To Let
"
                Lovely, cosy 3 bed semi detached house to rent in mature development just off the Waterford Road, Close to city ring road and within walking distance to the city centre, ,Separate sitting room with open fire, Fitted kitchen and dining area with sliding doors to the back garden, Utility room with washing nachine & dryer and door to garden, Good size garden with side access,,Master bedroom with ensuite, Further double room, Single room and family bathroom, ,This property would be ideal for a couple or would make an ideal family home, ,Available from 1st Nov,Work and landlord references essential
            ",http://myhome.ie/rentals/brochure/27-springfields-waterford-road-co-kilkenny/3375461,"
        €800
    ","
        27 Springfields, Waterford Road, Co. Kilkenny
    ",, - 3 Bed Semi-Detached To Let
"
                If you are looking for a rural retreat in a spacious and comfortable house, where you can fish, golf, enjoy forest or mountain walks or simply sit in front of the open fire and re-charge the batteries, then this property offers it all,,Situated in the Nire Valley, close to the village of Ballymacarbery, between Clonmel and Dungarvan, this old gamekeepers cottage has been extensively modernised and extended over the years to offer the holiday maker a comfortable and spacious house to relax, ,The setting is idyllic, with the river running close by and the Comeragh mountains as a back drop, There are numerous walks and scenic drives in the vicinity, which are literally breathtaking,,The house has 5 bedrooms, all ensuite, 2 of the bedrooms are situated on the ground floor, where there is also another full bathroom, The master bedroom even has it's own sitting room, The open plan kitchen / dining area has a log burning fire and the spacious sitting room has an open fire,,Bedroom 1: 1st floor, Kingsize bed,Bedroom 2: 1st floor, Double bed and single bed,Bedroom 3: 1st floor, 2 single beds,Bedroom 4: Ground floor, double bed and single bed,Bedroom 5: Ground floor, 2 single beds,Available for weekend bookings (minimum 2 nights) and weekly bookings (7 nights)   Sleeps 10 comfortably,Prices from €350 for weekend bookings and from €600 for 7 night bookings,Call or email Dee Gibney Properties for details on this property or for availability: ,056 7705070   info@deegibneyproperties.ie
            ",http://myhome.ie/rentals/brochure/nire-valley-hunting-lodge-ballymacarbery-co-waterford/2488640,"
        POA
    ","
        Nire Valley Hunting Lodge, Ballymacarbery, Co. Waterford
    ",, - 5 Bed Detached To Let
"
                PRIME COMMERCIAL UNIT, Immediate Availability, Reasonable Rent/Terms, 1,100 sq.ft. on the ground floor and 330 sq.ft. on the first floor.   Fitted to a high specification.  Very high profile/passing trade.   Open for consideration for numerous commercial activities including:  Shop/Retail (Shopping Basket/Clothes etc.).   Offices/Consulting Rooms/Training.  Food Take Away subject to planning permission, and many many more.
            ",http://myhome.ie/rentals/brochure/unit-2-riverside-way-dungarvan-co-waterford/3391003,"
        €1,100 / month
    ","
        Unit 2, Riverside Way, Dungarvan, Co Waterford
    ",, - 102.2 m² / 1100 ft² To Let
"
                Fully furnished one bedroom duplex apt situated in this well maintained Georgian house.  The property is ideally located just off Baggot Street & within easy access of Lansdowne Dart station.  The upper floor ,comprises double bedroom and newly refurbished shower room which is fully tiled and includes a fitted Triton shower. On the lower level there is an ,open-plan living/diningroom/fully fitted kitchen. All utilities available ,incl. electric storage heating. Resident disk parking. The property has double glazed windows throughout and offers a bright sunny aspect. BER RATING G.  Monimum 1 year lease required
            ",http://myhome.ie/rentals/brochure/warrington-place/3378505,"
        €1,195 / month
    ","
        Warrington Place
    ",, - 1 Bed Apartment To Let
"
                Rose Property presents:,- Unique 1 bed apartment with character,- Located 10 minute drive from fingerpost roundabout,- South of moneygourney area,- Bright open plan kitchen/living room,- South east facing,- Lots of light with sliding patio doors and velux throughout,- Living room has wood floor & leather couches,- Kitchen has electric oven, washer/dryer & fridge freezer,- Electric storage heating,- Open fireplace,- Double glazed windows,- Double bedroom with free standing storage,- Ensuite bathroom has electric shower & velux,- Situated in peaceful & serene area,- Safe parking,VIEW SIMILAR PROPERTIES WWW.ROSE-PROPERTY.COM            ,                                        BER Rating: G                    ,BER Number: 104771290                                                ,                        ,
            ",http://myhome.ie/rentals/brochure/temenos-rafeen-douglas-co-cork/3394872,"
        €600 / month
    ","
        Temenos, Rafeen, Douglas, Co. Cork
    ",, - 1 Bed Apartment To Let
"
                A basement flat ideally located in the much sought after location of Pembroke Road, Ballsbridge. Just a stones throw to the city centre. The flat has its own front door leading to the spacious living room. The kitchen is separate and offers plenty of storage and an electric oven. The bedroom and bathroom are of good size. This flat is one not to be missed. Parking available on request.Electric heating. Minimum of 1 year lease
            ",http://myhome.ie/rentals/brochure/pembroke-road-dublin-4/3384726,"
        €900 / month
    ","
        Pembroke Road, Dublin 4
    ",, - 1 Bed To Let
"
                this property is ideal for a family or 3 professionals sharing, a truly stunning old world 3 bedroom, property with all the benefits of modern living while capturing the Character and Charm of bygone days.  The exterior is natural stone finish.  The property is accessed by a New Bridge over the Cork/ Cobh railway line,  with security gates, ample parking for 6 cars.  Gardens with mature plants, shrubs.,THIS IS A LISTED BUILDING WITH VERY PRIVATE ACCESS AND PARKING FOR 4 CARS, JUST A FEW MINUTES TO CITY CENTER  & NORTH RING ROAD.(Between Railway station and Kevin O Learys Garage, over the new flyover bridge)levated patio area ideal for relaxation. Gas Fired central heating.
            ",http://myhome.ie/rentals/brochure/the-coach-house-lower-glanmire-road-city-centre-nth-cork/2859209,"
        €1,600 / month
    ","
        The Coach House, Lower Glanmire Road, City Centre Nth, Cork
    ",, - 3 Bed Detached To Let - 1 year lease
"
                Superbly located, 2 Bedroom Apartment For rent in the prestigious Heron Gate Apartment Block, in Blackpool retail park., The accommodation consists of ; Hallway, Open plan kitchen/living/dining area, balcony, two double bedrooms, bathroom and ensuite., All amenities are on your doorstep literally., The apartment comes fully furnished and all appliances also are supplied., The apartment is available from Start of November 2015., References are essential, with 1 month rent payable up front and also a month as deposit., Please call DNG Kevin Condon on 021-4220019 to arrange a viewing of this wonderful apartment., With the current scarcity of rental supply, this apartment is a must see!, BER Pending.,Rent allowance not accepted
            ",http://myhome.ie/rentals/brochure/10-heron-gate-blackpool-cork-city/2882181,"
        €1,100 / month
    ","
        10 Heron Gate, Blackpool,   Cork City
    ",, - 2 Bed Apartment 70 m² / 753 ft² To Let - 1 year lease
"
                Lovely modern 3 Bed house to let on the Burrin Road. Finished to a very high standard, the property is very close to town centre and all amenities. Lounge with gas fire. Large kitchen/diner, downstairs wc. Large family bathroom. Double bedroom with en-suite, additional double bedroom & 1 single room. Off road parking, garden laid to lawn with garden shed. Available immediately. Deposit €950. Landlord and Employment References essential.GFCH. View our website for a more comprehensive rental listing www.raymaherpropertyservice.com
            ",http://myhome.ie/rentals/brochure/the-millrace-ref-359-carlow-town-carlow/3384377,"
        €750 / month
    ","
        The Millrace (ref 359), Carlow Town, Carlow
    ",, - 3 Bed Semi-Detached To Let
"
                Lovely 4 Bed house on modern estate. Ideal for family as close to Church, School and swimming pool. Lounge, downstairs wc, large kitchen/diner with patio doors to garden. Separate utility room. 4 generous double bedrooms upstairs (1 with en-suite). Family bathroom with shower over bath. Off road parking with gardens to front & rear. Gas C/heating. ,More pictures to follow. Available immediately. Deposit €1050. References required. View our website for a more comprehensive rental listing www.raymaherpropertyservice.com
            ",http://myhome.ie/rentals/brochure/spindlewood-ref-228-graiguecullen-carlow/3356583,"
        €850 / month
    ","
        Spindlewood (ref 228), Graiguecullen, Carlow
    ",, - 4 Bed Semi-Detached To Let
